,Tanggal,Produk,Kategori,Jumlah,Harga_Satuan,Total_Penjualan
13864,2023-10-19,Meja Atque,Furnitur,5.0,Rp61.626,Rp308.130
13865,2025-07-12,Non-Fiksi Exercitationem,Buku,4.0,Rp32.226,Rp128.904
13866,2025-05-10,Set Peralatan Masak Repellendus,Peralatan Dapur,1.0,Rp12.751,Rp12.751
13867,2024-10-19,Microwave Velit,Peralatan Dapur,3.0,Rp26.362,Rp79.086
13868,2024-01-20,Parfum Alias,Kecantikan,4.0,Rp5.587,Rp22.348
13869,2023-11-18,Pakaian Wanita Inventore,Pakaian,2.0,Rp42.612,Rp85.224
13870,2025-03-03,Aksesori Qui,Pakaian,5.0,Rp7.555,Rp37.775
13871,2024-04-11,Kulkas Temporibus,Peralatan Dapur,2.0,Rp47.271,Rp94.542
13872,2024-02-01,Matras Yoga Autem,Hiburan,5.0,Rp48.403,Rp242.015
13873,2024-06-03,Permainan Papan Quisquam,Hiburan,4.0,Rp25.573,Rp102.292
13874,2024-12-09,Lipstik Laborum,Kecantikan,4.0,Rp65.482,Rp261.928
13875,2025-09-15,Headphone Animi,Elektronik,3.0,Rp35.261,Rp105.783
13876,2024-11-16,Laptop Aspernatur,Elektronik,3.0,Rp46.208,Rp138.624
13877,2024-03-25,Kursi Dicta,Furnitur,1.0,Rp35.203,Rp35.203
13878,2024-11-18,Biografi Recusandae,Buku,5.0,Rp38.803,Rp194.015
13879,2024-10-02,Biografi Facere,Buku,2.0,Rp10.003,Rp20.006
13880,2025-05-07,Lemari Autem,Furnitur,1.0,Rp47.978,Rp47.978
13881,2024-08-30,Bantal Aperiam,Dekorasi Rumah,3.0,Rp47.011,Rp141.033
13882,2024-10-11,Sepatu Earum,Pakaian,3.0,Rp48.199,Rp144.597
13883,2025-01-19,Krim Wajah Quaerat,Kecantikan,5.0,Rp74.837,Rp374.185
13884,2025-03-03,Kamera Voluptate,Elektronik,5.0,Rp70.565,Rp352.825
13885,2025-02-16,Pakaian Pria Praesentium,Pakaian,4.0,Rp59.075,Rp236.300
13886,2025-01-05,Gula Pasir Suscipit,Kebutuhan Pokok,3.0,Rp65.530,Rp196.590
13887,2025-01-13,Sepak Bola Eligendi,Hiburan,3.0,Rp71.731,Rp215.193
13888,2024-05-05,Komik Qui,Buku,1.0,Rp24.773,Rp24.773
13889,2025-02-27,Aksesori Iusto,Pakaian,2.0,Rp56.585,Rp113.170
13890,2023-12-13,Aksesori Itaque,Pakaian,5.0,Rp11.280,Rp56.400
13891,2024-09-14,Sepak Bola Tempora,Hiburan,5.0,Rp58.166,Rp290.830
13892,2025-05-02,Pakaian Pria Aliquid,Pakaian,1.0,Rp10.427,Rp10.427
13893,2025-03-03,Bantal Eos,Dekorasi Rumah,4.0,Rp50.788,Rp203.152
13894,2025-04-04,Pakaian Anak Molestiae,Pakaian,5.0,Rp9.032,Rp45.160
13895,2024-03-02,Non-Fiksi Praesentium,Buku,5.0,Rp32.316,Rp161.580
13896,2024-02-26,Sepak Bola Maiores,Hiburan,5.0,Rp18.823,Rp94.115
13897,2025-08-11,Headphone Laboriosam,Elektronik,3.0,Rp9.491,Rp28.473
13898,2024-08-19,Sepatu Maiores,Pakaian,4.0,Rp23.988,Rp95.952
13899,2025-03-22,Gula Pasir Officia,Kebutuhan Pokok,2.0,Rp43.254,Rp86.508
13900,2024-01-23,Sepak Bola Harum,Hiburan,4.0,Rp46.404,Rp185.616
13901,2025-05-23,Bantal Dolore,Dekorasi Rumah,1.0,Rp73.953,Rp73.953
13902,2024-08-08,Buku Pelajaran Nihil,Buku,1.0,Rp40.421,Rp40.421
13903,2025-01-12,Matras Yoga Quo,Hiburan,4.0,Rp44.152,Rp176.608
13904,2025-07-01,Raket Tenis Inventore,Hiburan,2.0,Rp74.506,Rp149.012
13905,2025-04-06,Kamera Expedita,Elektronik,1.0,Rp19.730,Rp19.730
13906,2023-11-28,Hiasan Dinding Commodi,Dekorasi Rumah,5.0,Rp57.236,Rp286.180
13907,2025-01-01,Tepung Terigu Perspiciatis,Kebutuhan Pokok,4.0,Rp28.409,Rp113.636
13908,2024-11-22,Biografi Sint,Buku,4.0,Rp11.791,Rp47.164
13909,2023-10-22,Foundation Molestiae,Kecantikan,2.0,Rp24.666,Rp49.332
13910,2025-07-22,Sofa Maxime,Furnitur,5.0,Rp52.764,Rp263.820
13911,2025-08-22,Vas Bunga Itaque,Dekorasi Rumah,2.0,Rp51.158,Rp102.316
13912,2025-08-26,Krim Wajah Neque,Kecantikan,3.0,Rp73.805,Rp221.415
13913,2024-11-14,Vas Bunga Fugiat,Dekorasi Rumah,1.0,Rp4.647,Rp4.647
13914,2025-03-24,Lemari Asperiores,Furnitur,5.0,Rp62.363,Rp311.815
13915,2024-08-31,Tepung Terigu Recusandae,Kebutuhan Pokok,4.0,Rp21.390,Rp85.560
13916,2024-07-16,Foundation Alias,Kecantikan,3.0,Rp1.551,Rp4.653
13917,2025-03-27,Action Figure Eaque,Hiburan,4.0,Rp49.423,Rp197.692
13918,2024-09-12,Bantal Aut,Dekorasi Rumah,1.0,Rp60.959,Rp60.959
13919,2024-07-23,Vas Bunga Delectus,Dekorasi Rumah,2.0,Rp25.048,Rp50.096
13920,2023-11-14,Hiasan Dinding Facere,Dekorasi Rumah,3.0,Rp42.348,Rp127.044
13921,2024-02-27,Pakaian Pria Sapiente,Pakaian,3.0,Rp35.536,Rp106.608
13922,2025-03-09,Hiasan Dinding Eveniet,Dekorasi Rumah,4.0,Rp67.011,Rp268.044
13923,2024-09-12,Puzzle Occaecati,Hiburan,3.0,Rp222,Rp666
13924,2023-10-13,Laptop Unde,Elektronik,2.0,Rp77.949,Rp155.898
13925,2024-08-12,Tempat Tidur Perferendis,Furnitur,3.0,Rp69.452,Rp208.356
13926,2024-09-08,Tepung Terigu Atque,Kebutuhan Pokok,4.0,Rp2.916,Rp11.664
13927,2025-09-09,Kamera Modi,Elektronik,4.0,Rp32.597,Rp130.388
13928,2023-10-14,Aksesori Architecto,Pakaian,1.0,Rp59.294,Rp59.294
13929,2024-06-29,Boneka Similique,Hiburan,3.0,Rp66.736,Rp200.208
13930,2024-10-09,Tempat Tidur Pariatur,Furnitur,1.0,Rp74.428,Rp74.428
13931,2025-06-19,Jam Tangan Pintar Nostrum,Elektronik,4.0,Rp1.709,Rp6.836
13932,2024-04-01,Fiksi Fugiat,Buku,2.0,Rp9.466,Rp18.932
13933,2024-05-01,Raket Tenis Temporibus,Hiburan,1.0,Rp74.859,Rp74.859
13934,2024-12-19,Jam Tangan Pintar Illum,Elektronik,1.0,Rp79.709,Rp79.709
13935,2025-07-14,Gula Pasir Iure,Kebutuhan Pokok,5.0,Rp43.802,Rp219.010
13936,2023-12-16,Juicer Officia,Peralatan Dapur,4.0,Rp53.838,Rp215.352
13937,2023-11-22,Komik Quam,Buku,1.0,Rp8.911,Rp8.911
13938,2024-04-18,Pakaian Wanita Quidem,Pakaian,4.0,Rp72.336,Rp289.344
13939,2024-10-27,Pakaian Anak Saepe,Pakaian,2.0,Rp18.052,Rp36.104
13940,2025-06-29,Puzzle Accusamus,Hiburan,4.0,Rp34.290,Rp137.160
13941,2024-09-01,Microwave Illum,Peralatan Dapur,4.0,Rp32.298,Rp129.192
13942,2025-02-10,Sofa Ipsa,Furnitur,5.0,Rp31.201,Rp156.005
13943,2023-12-24,Puzzle Sequi,Hiburan,3.0,Rp53.938,Rp161.814
13944,2024-10-17,Parfum Molestiae,Kecantikan,2.0,Rp25.704,Rp51.408
13945,2024-12-31,Beras In,Kebutuhan Pokok,2.0,Rp37.132,Rp74.264
13946,2024-01-14,Kamera Quae,Elektronik,2.0,Rp67.427,Rp134.854
13947,2024-04-07,Jam Dinding Minima,Dekorasi Rumah,1.0,Rp14.010,Rp14.010
13948,2024-10-12,Sofa Ipsam,Furnitur,5.0,Rp6.606,Rp33.030
13949,2024-08-25,Kulkas Enim,Peralatan Dapur,2.0,Rp22.249,Rp44.498
13950,2025-04-21,Komik Quo,Buku,1.0,Rp19.868,Rp19.868
13951,2025-02-21,Dumbel Ut,Hiburan,4.0,Rp40.150,Rp160.600
13952,2025-02-08,Permainan Papan Quod,Hiburan,5.0,Rp30.135,Rp150.675
13953,2025-04-26,Blender Pengaduk Harum,Peralatan Dapur,3.0,Rp13.627,Rp40.881
13954,2025-04-23,Sepatu Deserunt,Pakaian,2.0,Rp38.246,Rp76.492
13955,2025-07-16,Jam Dinding Quia,Dekorasi Rumah,1.0,Rp54.866,Rp54.866
13956,2023-12-06,Tempat Tidur Officia,Furnitur,2.0,Rp33.697,Rp67.394
13957,2024-05-13,Foundation Similique,Kecantikan,5.0,Rp2.710,Rp13.550
13958,2025-04-29,Lemari Asperiores,Furnitur,3.0,Rp24.320,Rp72.960
13959,2023-11-29,Sepak Bola Modi,Hiburan,3.0,Rp49.558,Rp148.674
13960,2024-01-15,Puzzle Sapiente,Hiburan,2.0,Rp30.560,Rp61.120
13961,2024-12-12,Lemari Quam,Furnitur,4.0,Rp13.709,Rp54.836
13962,2024-08-21,Action Figure Asperiores,Hiburan,5.0,Rp14.825,Rp74.125
13963,2024-12-29,Fiksi Commodi,Buku,3.0,Rp28.627,Rp85.881
13964,2025-08-12,Gula Pasir Modi,Kebutuhan Pokok,3.0,Rp41.428,Rp124.284
13965,2024-11-28,Ponsel Aspernatur,Elektronik,3.0,Rp12.069,Rp36.207
13966,2025-07-31,Jam Tangan Pintar Dolor,Elektronik,3.0,Rp39.237,Rp117.711
13967,2024-04-16,Aksesori Est,Pakaian,5.0,Rp71.144,Rp355.720
13968,2025-01-20,Juicer Distinctio,Peralatan Dapur,3.0,Rp15.926,Rp47.778
13969,2025-05-21,Hiasan Dinding Laboriosam,Dekorasi Rumah,4.0,Rp48.409,Rp193.636
13970,2024-07-04,Aksesori Dolor,Pakaian,1.0,Rp49.538,Rp49.538
13971,2024-04-15,Kursi Harum,Furnitur,5.0,Rp22.134,Rp110.670
13972,2024-01-17,Tempat Tidur Autem,Furnitur,5.0,Rp61.532,Rp307.660
13973,2024-08-09,Gula Pasir Deleniti,Kebutuhan Pokok,4.0,Rp17.731,Rp70.924
13974,2024-11-10,Pakaian Anak Repellat,Pakaian,1.0,Rp55.828,Rp55.828
13975,2025-06-05,Non-Fiksi Deleniti,Buku,1.0,Rp50.349,Rp50.349
13976,2024-01-14,Jam Tangan Pintar Voluptatibus,Elektronik,1.0,Rp31.014,Rp31.014
13977,2025-03-31,Lampu Velit,Dekorasi Rumah,5.0,Rp40.921,Rp204.605
13978,2024-06-21,Krim Wajah Quos,Kecantikan,1.0,Rp5.000,Rp5.000
13979,2024-08-02,Buku Pelajaran Repudiandae,Buku,2.0,Rp19.620,Rp39.240
13980,2024-04-05,Tepung Terigu Aspernatur,Kebutuhan Pokok,2.0,Rp63.955,Rp127.910
13981,2025-06-10,Lemari Occaecati,Furnitur,5.0,Rp6.114,Rp30.570
13982,2025-01-26,Blender Pengaduk Ea,Peralatan Dapur,4.0,Rp14.793,Rp59.172
13983,2024-01-27,Microwave Beatae,Peralatan Dapur,3.0,Rp305,Rp915
13984,2025-06-25,Dumbel Rerum,Hiburan,4.0,Rp69.085,Rp276.340
13985,2024-03-22,Tongkat Kriket Aperiam,Hiburan,1.0,Rp49.113,Rp49.113
13986,2024-06-18,Kursi Adipisci,Furnitur,1.0,Rp53.555,Rp53.555
13987,2024-10-09,Raket Tenis Doloremque,Hiburan,2.0,Rp20.837,Rp41.674
13988,2024-01-17,Raket Tenis Ex,Hiburan,4.0,Rp65.896,Rp263.584
13989,2024-10-21,Kulkas Ipsum,Peralatan Dapur,1.0,Rp70.885,Rp70.885
13990,2024-07-27,Komik Eveniet,Buku,5.0,Rp11.091,Rp55.455
13991,2024-01-05,Biografi Sint,Buku,1.0,Rp2.322,Rp2.322
13992,2024-05-28,Kulkas Aliquid,Peralatan Dapur,5.0,Rp73.352,Rp366.760
13993,2024-10-11,Foundation Tempora,Kecantikan,4.0,Rp25.280,Rp101.120
13994,2024-10-27,Foundation Hic,Kecantikan,3.0,Rp43.877,Rp131.631
13995,2024-01-19,Blender Pengaduk Nisi,Peralatan Dapur,3.0,Rp58.788,Rp176.364
13996,2024-08-04,Boneka Ea,Hiburan,3.0,Rp39.367,Rp118.101
13997,2023-11-09,Jam Tangan Pintar Possimus,Elektronik,4.0,Rp15.240,Rp60.960
13998,2025-01-12,Bantal Similique,Dekorasi Rumah,1.0,Rp28.121,Rp28.121
13999,2025-02-02,Matras Yoga Praesentium,Hiburan,2.0,Rp38.624,Rp77.248
14000,2023-12-17,Ponsel Alias,Elektronik,2.0,Rp44.179,Rp88.358
14001,2024-04-23,Jam Tangan Pintar Occaecati,Elektronik,2.0,Rp29.790,Rp59.580
14002,2024-05-22,Set Peralatan Masak Voluptatum,Peralatan Dapur,5.0,Rp33.828,Rp169.140
14003,2025-08-12,Jam Tangan Pintar Repudiandae,Elektronik,3.0,Rp28.443,Rp85.329
14004,2024-07-23,Microwave Deleniti,Peralatan Dapur,1.0,Rp59.998,Rp59.998
14005,2024-02-27,Foundation Sed,Kecantikan,2.0,Rp52.569,Rp105.138
14006,2025-03-14,Dumbel Ullam,Hiburan,4.0,Rp21.017,Rp84.068
14007,2024-11-17,Tongkat Kriket Quos,Hiburan,3.0,Rp57.585,Rp172.755
14008,2024-04-28,Boneka Enim,Hiburan,5.0,Rp37.349,Rp186.745
14009,2025-07-01,Kamera Ex,Elektronik,3.0,Rp27.312,Rp81.936
14010,2023-11-12,Minyak Goreng Praesentium,Kebutuhan Pokok,1.0,Rp51.919,Rp51.919
14011,2025-06-22,Lampu Aliquid,Dekorasi Rumah,2.0,Rp35.266,Rp70.532
14012,2024-06-23,Beras Dolores,Kebutuhan Pokok,4.0,Rp11.341,Rp45.364
14013,2025-09-16,Dumbel Omnis,Hiburan,2.0,Rp1.725,Rp3.450
14014,2025-06-30,Krim Wajah Iure,Kecantikan,4.0,Rp70.596,Rp282.384
14015,2025-03-19,Beras Laboriosam,Kebutuhan Pokok,3.0,Rp37.004,Rp111.012
14016,2024-01-19,Krim Wajah Autem,Kecantikan,3.0,Rp63.215,Rp189.645
14017,2024-09-10,Foundation Laudantium,Kecantikan,4.0,Rp23.886,Rp95.544
14018,2024-02-11,Fiksi Adipisci,Buku,3.0,Rp57.129,Rp171.387
14019,2024-12-28,Sepak Bola Modi,Hiburan,1.0,Rp58.052,Rp58.052
14020,2025-09-03,Beras Velit,Kebutuhan Pokok,1.0,Rp64.542,Rp64.542
14021,2025-07-23,Meja Iure,Furnitur,4.0,Rp58.929,Rp235.716
14022,2024-05-04,Meja Nesciunt,Furnitur,3.0,Rp71.890,Rp215.670
14023,2025-01-15,Tempat Tidur Dolore,Furnitur,5.0,Rp61.293,Rp306.465
14024,2023-11-12,Aksesori Voluptatum,Pakaian,4.0,Rp64.859,Rp259.436
14025,2024-06-21,Vas Bunga Quas,Dekorasi Rumah,1.0,Rp32.903,Rp32.903
14026,2024-04-05,Lipstik Beatae,Kecantikan,1.0,Rp76.065,Rp76.065
14027,2023-12-19,Lemari Cupiditate,Furnitur,1.0,Rp27.749,Rp27.749
14028,2025-09-06,Hiasan Dinding Ipsa,Dekorasi Rumah,3.0,Rp23.636,Rp70.908
14029,2025-08-07,Sepak Bola Quaerat,Hiburan,1.0,Rp49.102,Rp49.102
14030,2023-12-08,Buku Pelajaran Enim,Buku,5.0,Rp6.420,Rp32.100
14031,2025-01-18,Sepatu Aliquid,Pakaian,4.0,Rp73.794,Rp295.176
14032,2023-10-30,Action Figure Adipisci,Hiburan,4.0,Rp23.790,Rp95.160
14033,2025-03-03,Lampu Nesciunt,Dekorasi Rumah,3.0,Rp67.176,Rp201.528
14034,2024-03-04,Mobil Remote Ipsum,Hiburan,2.0,Rp42.749,Rp85.498
14035,2024-07-10,Tongkat Kriket Nisi,Hiburan,1.0,Rp39.461,Rp39.461
14036,2024-06-06,Kursi Molestias,Furnitur,3.0,Rp76.241,Rp228.723
14037,2025-04-23,Pakaian Pria Cum,Pakaian,2.0,Rp59.303,Rp118.606
14038,2025-08-23,Sampo Quae,Kecantikan,2.0,Rp64.937,Rp129.874
14039,2024-09-30,Parfum Nesciunt,Kecantikan,3.0,Rp56.768,Rp170.304
14040,2024-08-30,Biografi Quasi,Buku,3.0,Rp23.075,Rp69.225
14041,2023-12-08,Lemari Saepe,Furnitur,1.0,Rp67.313,Rp67.313
14042,2025-06-30,Meja Pariatur,Furnitur,5.0,Rp67.069,Rp335.345
14043,2024-06-14,Set Peralatan Masak Laborum,Peralatan Dapur,4.0,Rp43.358,Rp173.432
14044,2024-09-15,Jam Dinding Amet,Dekorasi Rumah,5.0,Rp71.542,Rp357.710
14045,2024-09-20,Sampo Nulla,Kecantikan,3.0,Rp28.596,Rp85.788
14046,2025-08-04,Blender Pengaduk In,Peralatan Dapur,3.0,Rp58.593,Rp175.779
14047,2025-06-05,Hiasan Dinding Molestiae,Dekorasi Rumah,2.0,Rp13.415,Rp26.830
14048,2024-11-20,Permainan Papan Sint,Hiburan,3.0,Rp38.876,Rp116.628
14049,2024-02-13,Set Peralatan Masak Quibusdam,Peralatan Dapur,2.0,Rp41.159,Rp82.318
14050,2025-03-25,Buku Pelajaran Natus,Buku,5.0,Rp15.648,Rp78.240
14051,2025-09-18,Tepung Terigu Eaque,Kebutuhan Pokok,1.0,Rp22.918,Rp22.918
14052,2025-02-17,Sepatu Iste,Pakaian,2.0,Rp52.822,Rp105.644
14053,2024-10-26,Kamera Libero,Elektronik,3.0,Rp68.992,Rp206.976
14054,2025-02-07,Buku Pelajaran Non,Buku,2.0,Rp67.277,Rp134.554
14055,2025-05-19,Hiasan Dinding Quod,Dekorasi Rumah,5.0,Rp76.037,Rp380.185
14056,2023-10-04,Vas Bunga Vitae,Dekorasi Rumah,3.0,Rp7.716,Rp23.148
14057,2024-04-03,Mobil Remote Provident,Hiburan,4.0,Rp8.252,Rp33.008
14058,2025-08-08,Foundation Debitis,Kecantikan,5.0,Rp60.053,Rp300.265
14059,2024-12-31,Jam Tangan Pintar Atque,Elektronik,4.0,Rp53.880,Rp215.520
14060,2025-09-03,Aksesori Repellat,Pakaian,1.0,Rp53.148,Rp53.148
14061,2025-06-19,Vas Bunga Tempore,Dekorasi Rumah,5.0,Rp20.333,Rp101.665
14062,2023-12-30,Dumbel Eaque,Hiburan,2.0,Rp65.420,Rp130.840
14063,2024-05-19,Hiasan Dinding In,Dekorasi Rumah,1.0,Rp45.126,Rp45.126
14064,2024-07-22,Microwave Cupiditate,Peralatan Dapur,3.0,Rp59.533,Rp178.599
14065,2024-04-02,Kulkas Veritatis,Peralatan Dapur,1.0,Rp16.046,Rp16.046
14066,2025-02-04,Puzzle Enim,Hiburan,3.0,Rp61.532,Rp184.596
14067,2024-04-17,Permainan Papan Quae,Hiburan,5.0,Rp27.936,Rp139.680
14068,2025-02-26,Sampo Velit,Kecantikan,1.0,Rp71.060,Rp71.060
14069,2024-04-18,Tongkat Kriket Incidunt,Hiburan,5.0,Rp39.811,Rp199.055
14070,2025-07-30,Mobil Remote Enim,Hiburan,1.0,Rp41.941,Rp41.941
14071,2024-08-05,Set Peralatan Masak Dignissimos,Peralatan Dapur,5.0,Rp51.710,Rp258.550
14072,2023-10-05,Mobil Remote Distinctio,Hiburan,2.0,Rp19.867,Rp39.734
14073,2024-11-06,Juicer Veritatis,Peralatan Dapur,4.0,Rp23.656,Rp94.624
14074,2024-11-30,Aksesori Nihil,Pakaian,2.0,Rp51.737,Rp103.474
14075,2024-01-11,Rempah-rempah Officia,Kebutuhan Pokok,3.0,Rp25.115,Rp75.345
14076,2023-12-11,Mobil Remote Corrupti,Hiburan,3.0,Rp32.954,Rp98.862
14077,2025-08-12,Sampo Ducimus,Kecantikan,3.0,Rp77.262,Rp231.786
14078,2024-10-08,Raket Tenis Dolorem,Hiburan,3.0,Rp32.059,Rp96.177
14079,2023-11-17,Aksesori Nulla,Pakaian,5.0,Rp72.820,Rp364.100
14080,2024-09-27,Bantal Voluptatibus,Dekorasi Rumah,1.0,Rp3.009,Rp3.009
14081,2025-03-07,Non-Fiksi Nemo,Buku,1.0,Rp20.833,Rp20.833
14082,2025-05-19,Blender Pengaduk Natus,Peralatan Dapur,5.0,Rp15.635,Rp78.175
14083,2025-03-17,Mobil Remote Corrupti,Hiburan,1.0,Rp61.389,Rp61.389
14084,2024-12-22,Pakaian Wanita Deserunt,Pakaian,4.0,Rp78.422,Rp313.688
14085,2024-07-01,Jam Dinding Distinctio,Dekorasi Rumah,5.0,Rp78.937,Rp394.685
14086,2025-04-15,Non-Fiksi Aspernatur,Buku,1.0,Rp73.404,Rp73.404
14087,2024-01-14,Puzzle Molestiae,Hiburan,2.0,Rp52.740,Rp105.480
14088,2025-01-07,Jam Tangan Pintar Totam,Elektronik,2.0,Rp66.812,Rp133.624
14089,2024-05-25,Laptop Accusantium,Elektronik,4.0,Rp18.171,Rp72.684
14090,2025-08-10,Komik Inventore,Buku,4.0,Rp10.022,Rp40.088
14091,2023-10-06,Sampo Minus,Kecantikan,5.0,Rp4.668,Rp23.340
14092,2025-05-23,Bantal Neque,Dekorasi Rumah,2.0,Rp77.715,Rp155.430
14093,2023-12-23,Komik Similique,Buku,3.0,Rp2.739,Rp8.217
14094,2024-07-13,Sofa Expedita,Furnitur,3.0,Rp46.207,Rp138.621
14095,2025-04-13,Kursi Labore,Furnitur,2.0,Rp23.121,Rp46.242
14096,2025-06-19,Beras Dolorem,Kebutuhan Pokok,3.0,Rp73.666,Rp220.998
14097,2025-07-23,Sofa Beatae,Furnitur,5.0,Rp32.839,Rp164.195
14098,2025-09-05,Minyak Goreng Iusto,Kebutuhan Pokok,5.0,Rp20.467,Rp102.335
14099,2024-09-01,Mobil Remote Assumenda,Hiburan,1.0,Rp69.771,Rp69.771
14100,2024-08-25,Krim Wajah Amet,Kecantikan,1.0,Rp279,Rp279
14101,2024-11-08,Kursi Ut,Furnitur,5.0,Rp49.580,Rp247.900
14102,2024-05-21,Lampu Numquam,Dekorasi Rumah,2.0,Rp22.225,Rp44.450
14103,2025-03-19,Sepatu Numquam,Pakaian,2.0,Rp27.110,Rp54.220
14104,2025-05-23,Non-Fiksi Laborum,Buku,3.0,Rp69.391,Rp208.173
14105,2024-12-03,Dumbel Dolores,Hiburan,5.0,Rp46.020,Rp230.100
14106,2025-08-19,Permainan Papan Perspiciatis,Hiburan,3.0,Rp36.265,Rp108.795
14107,2025-05-02,Tempat Tidur Ab,Furnitur,1.0,Rp53.195,Rp53.195
14108,2025-05-27,Krim Wajah Ad,Kecantikan,5.0,Rp63.549,Rp317.745
14109,2024-03-29,Lipstik Atque,Kecantikan,1.0,Rp59.706,Rp59.706
14110,2025-06-30,Rempah-rempah Doloremque,Kebutuhan Pokok,3.0,Rp2.210,Rp6.630
14111,2024-11-08,Komik Quibusdam,Buku,3.0,Rp725,Rp2.175
14112,2024-04-15,Sampo Eaque,Kecantikan,4.0,Rp59.559,Rp238.236
14113,2025-04-17,Blender Pengaduk Minus,Peralatan Dapur,5.0,Rp58.401,Rp292.005
14114,2024-06-05,Sofa Facere,Furnitur,5.0,Rp32.673,Rp163.365
14115,2023-11-30,Bantal Debitis,Dekorasi Rumah,3.0,Rp2.073,Rp6.219
14116,2025-07-11,Lemari Aut,Furnitur,2.0,Rp63.417,Rp126.834
14117,2025-01-13,Hiasan Dinding Vitae,Dekorasi Rumah,2.0,Rp23.065,Rp46.130
14118,2024-05-03,Bantal Nam,Dekorasi Rumah,3.0,Rp53.861,Rp161.583
14119,2024-07-19,Meja A,Furnitur,4.0,Rp1.061,Rp4.244
14120,2023-10-06,Jam Dinding Ducimus,Dekorasi Rumah,4.0,Rp65.895,Rp263.580
14121,2023-11-21,Rempah-rempah Dicta,Kebutuhan Pokok,4.0,Rp66.959,Rp267.836
14122,2025-10-01,Meja Distinctio,Furnitur,3.0,Rp30.623,Rp91.869
14123,2025-08-07,Sepatu Velit,Pakaian,5.0,Rp9.465,Rp47.325
14124,2025-01-22,Puzzle Expedita,Hiburan,3.0,Rp27.437,Rp82.311
14125,2024-09-08,Bantal Veniam,Dekorasi Rumah,5.0,Rp18.377,Rp91.885
14126,2024-06-12,Permainan Papan Quia,Hiburan,5.0,Rp1.056,Rp5.280
14127,2024-10-24,Microwave Debitis,Peralatan Dapur,1.0,Rp71.294,Rp71.294
14128,2023-12-28,Sepak Bola Exercitationem,Hiburan,5.0,Rp17.924,Rp89.620
14129,2024-09-28,Pakaian Wanita Fugiat,Pakaian,1.0,Rp46.429,Rp46.429
14130,2024-04-12,Foundation Facilis,Kecantikan,1.0,Rp29.993,Rp29.993
14131,2025-03-30,Meja Atque,Furnitur,3.0,Rp21.040,Rp63.120
14132,2024-12-22,Hiasan Dinding Vero,Dekorasi Rumah,1.0,Rp51.713,Rp51.713
14133,2024-04-30,Lampu Ratione,Dekorasi Rumah,2.0,Rp4.787,Rp9.574
14134,2025-08-23,Buku Pelajaran Omnis,Buku,4.0,Rp37.107,Rp148.428
14135,2025-02-20,Lemari Repellendus,Furnitur,5.0,Rp32.581,Rp162.905
14136,2023-10-30,Lipstik Tempora,Kecantikan,5.0,Rp36.765,Rp183.825
14137,2024-10-12,Sampo Earum,Kecantikan,5.0,Rp33.468,Rp167.340
14138,2025-05-23,Action Figure Dolorum,Hiburan,2.0,Rp59.500,Rp119.000
14139,2025-09-23,Pakaian Wanita Architecto,Pakaian,3.0,Rp49.280,Rp147.840
14140,2024-07-29,Jam Tangan Pintar Veritatis,Elektronik,4.0,Rp65.337,Rp261.348
14141,2025-09-01,Permainan Papan Earum,Hiburan,5.0,Rp62.065,Rp310.325
14142,2024-08-19,Mobil Remote Qui,Hiburan,1.0,Rp17.378,Rp17.378
14143,2025-05-06,Non-Fiksi Sit,Buku,5.0,Rp13.798,Rp68.990
14144,2025-05-23,Bantal Ipsum,Dekorasi Rumah,3.0,Rp52.248,Rp156.744
14145,2024-06-15,Vas Bunga Nulla,Dekorasi Rumah,3.0,Rp51.589,Rp154.767
14146,2025-09-21,Kursi Sunt,Furnitur,1.0,Rp59.127,Rp59.127
14147,2023-11-30,Matras Yoga Fugit,Hiburan,4.0,Rp34.771,Rp139.084
14148,2025-03-01,Kulkas Maiores,Peralatan Dapur,1.0,Rp35.166,Rp35.166
14149,2024-10-23,Krim Wajah Impedit,Kecantikan,3.0,Rp24.213,Rp72.639
14150,2024-08-21,Meja Perferendis,Furnitur,5.0,Rp52.049,Rp260.245
14151,2024-06-16,Blender Pengaduk Necessitatibus,Peralatan Dapur,4.0,Rp49.743,Rp198.972
14152,2024-09-17,Action Figure Non,Hiburan,2.0,Rp1.563,Rp3.126
14153,2025-05-24,Sofa Aperiam,Furnitur,1.0,Rp35.614,Rp35.614
14154,2024-03-26,Gula Pasir Vero,Kebutuhan Pokok,3.0,Rp33.589,Rp100.767
14155,2024-08-06,Sofa Nemo,Furnitur,5.0,Rp12.156,Rp60.780
14156,2024-12-15,Lipstik Quis,Kecantikan,4.0,Rp10.094,Rp40.376
14157,2025-06-18,Lampu Aperiam,Dekorasi Rumah,5.0,Rp8.962,Rp44.810
14158,2024-08-28,Dumbel Commodi,Hiburan,4.0,Rp67.533,Rp270.132
14159,2023-12-25,Jam Tangan Pintar Error,Elektronik,2.0,Rp74.898,Rp149.796
14160,2025-06-09,Boneka Assumenda,Hiburan,2.0,Rp15.165,Rp30.330
14161,2024-01-05,Meja Nihil,Furnitur,2.0,Rp38.880,Rp77.760
14162,2024-04-14,Kamera Maxime,Elektronik,5.0,Rp26.461,Rp132.305
14163,2025-08-05,Rempah-rempah Minus,Kebutuhan Pokok,1.0,Rp24.904,Rp24.904
14164,2024-05-01,Komik Doloribus,Buku,4.0,Rp12.589,Rp50.356
